,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
LCE3E,6.00238,6.09948,6.08627,5.84658,6.06243,6.02328,6.07453,5.97782,6.28898,5.94002,5.88481,5.86225,5.79251,5.75917,5.66592,5.66454,5.82152,5.88968,5.9289,5.66613,5.96788,6.0294
LCE3D,6.846,6.7481,6.76729,6.71597,6.8352,6.69545,6.62898,6.36581,6.7031,6.4562,6.74574,6.46152,6.29324,6.38679,6.34595,6.47256,6.63084,6.40717,6.45366,6.60302,6.57784,6.69691
LCE3A,5.51936,6.05933,5.62033,5.64874,5.717,5.86107,5.81772,5.64323,5.70154,5.57468,5.51904,5.50923,5.38391,5.41659,5.80468,5.22332,5.59939,5.61529,5.34518,5.61688,5.70354,5.85591
LCE1C,5.01989,4.76287,4.50904,4.44003,4.70916,4.73279,4.52211,4.58427,4.4166,4.68803,4.86052,4.28177,4.57247,4.23219,4.24337,4.50629,4.52707,4.51242,4.03999,4.25082,4.30003,4.60692
SPRR2F,3.37544,3.48363,3.43892,3.46166,3.55566,3.56017,3.24934,3.33246,3.37629,3.38664,3.34201,3.43216,3.22855,3.3182,3.16785,3.34343,3.36968,3.32697,3.29046,3.45821,3.21604,3.3754
SPRR2E,2.16566,2.15837,2.13842,2.19519,2.32304,2.51239,2.2087,1.9263,2.0277,2.01659,2.02645,1.8086,2.05659,2.09193,2.06786,1.87478,1.9297,1.69394,1.98464,1.67384,2.01576,2.11238
SPRR2G,7.866425,7.682925,7.578395,7.60259,7.592925,7.62308,7.697285,7.646255,7.616165,7.558125,7.71904,7.719815,7.79722,7.80133,7.66499,7.74349,7.619665,7.69764,7.940165,7.833725,7.74234,7.46602
PGLYRP3,4.52971,4.58471,4.46351,4.54335,4.6231,4.39159,4.49406,4.36284,4.5563,4.60203,4.57557,4.47439,4.44937,4.35729,4.27296,4.16163,4.51405,4.35679,4.55707,4.53487,4.57885,4.45796
PGLYRP4,3.43954,3.51814,3.33721,3.36772,3.32168,3.30476,3.36172,3.57961,3.32087,3.40352,3.39318,3.14366,3.32553,3.33735,3.34354,3.19431,3.35878,3.21584,3.10114,3.25903,3.37863,3.48065
S100A12,9.49854,8.79807,9.2583,9.19624,9.46279,9.28961,9.62064,9.80031,9.45161,9.87856,8.89161,9.66627,9.21442,9.18528,9.59447,9.0751,9.45031,9.805,9.7763,9.34722,9.45136,9.84375
S100A8,7.27907,7.4139,7.70815,7.36378,7.26749,7.56872,7.48074,8.12594,7.60215,7.55199,7.25379,7.56592,7.39728,7.36842,7.70817,7.64406,7.54482,7.49944,7.70209,7.74513,7.41707,7.63513
Q5M770_HUMAN,2.57056,2.38101,2.87778,2.69411,2.89794,2.79246,2.85824,2.67355,2.45977,2.35668,2.4159,2.53469,2.535,2.39286,2.61686,2.63872,2.29288,2.7221,2.32448,2.70752,2.59205,2.80662
S100A7L2,2.61284,2.86079,2.52016,2.67873,2.79358,2.74092,2.66445,2.60356,2.75832,2.68211,2.58247,2.39272,2.55648,2.6428,2.57098,2.51318,2.52915,2.51944,2.62947,2.51736,2.80809,2.86135
S100A7,2.66033,2.68523,2.70938,2.2849,2.51588,2.51027,2.71888,2.70547,2.6742,2.74467,2.72763,2.77873,2.68598,2.5942,2.68556,2.50768,2.65438,2.54468,2.91716,2.71187,2.84652,2.79726
S100A6,5.43338,5.58251,5.53016,5.34925,5.38179,5.45583,5.34368,5.38774,5.39311,5.12265,5.34229,5.37854,5.26061,5.37559,5.31161,5.47733,5.60153,5.34096,5.37805,5.3307,5.45608,5.41351
S100A5,3.04665,2.98468,3.20353,2.84971,2.98577,2.8185,2.96126,2.87162,2.88066,2.80739,2.98476,2.6921,2.73946,2.86469,2.79519,2.59747,2.96188,2.80959,2.84429,2.84317,2.78465,3.35511
S100A4,5.61738,5.89117,6.05622,5.59243,5.66377,5.60554,5.49088,5.81032,5.69987,5.87196,5.7917,5.81263,5.56591,5.62853,5.7966,5.88854,5.87907,5.8003,5.87062,5.84714,5.76689,5.97755
S100A3,3.73452,3.58219,3.70929,3.70439,3.54093,3.91092,3.44482,3.54972,3.649,3.61665,3.60119,3.58358,3.65834,3.73912,3.80728,3.78052,3.66688,3.62628,3.67708,3.57936,3.75262,3.6282
S100A2,4.87494,4.86054,4.71977,4.71358,4.85145,4.69444,4.82973,4.67674,4.67651,4.66995,4.77153,4.56162,4.60618,4.66561,4.56826,4.54719,4.69502,4.65612,4.51735,4.54228,4.6934,4.80766
S100A16,4.99779,4.94512,4.86913,4.85786,5.01246,4.8883,4.96921,4.80084,4.76041,4.86396,4.8751,4.63799,4.7299,4.76835,4.73328,4.73808,4.69073,4.81987,4.61785,4.64679,4.86012,4.88727
S100A14,4.84154,4.64868,4.64355,4.69105,4.6364,4.6477,4.5279,4.44337,4.65615,4.46075,4.50671,4.47435,4.24827,4.54527,4.5859,4.44987,4.53262,4.4704,4.22729,4.60514,4.56267,4.57601
S100A13,3.96426,4.04107,3.87558,4.04567,4.08758,4.06993,4.00318,3.98074,3.95724,4.03681,3.99538,4.02517,3.97045,3.94186,3.87668,4.00218,4.04367,4.00285,3.94767,4.03604,3.88201,3.95543
ILF2,6.56134,6.66656,6.68897,6.69884,6.67668,6.72748,6.97684,6.87185,6.79255,7.05399,6.82734,6.98726,7.1565,7.04366,7.14916,7.00608,6.95662,7.25389,7.32044,7.1256,7.02991,6.82108
Q5VUQ9_HUMAN,6.65887,6.56511,6.15381,6.51829,6.46822,6.3406,6.36893,6.26094,6.29619,6.4016,5.92874,6.12711,6.24835,6.35281,6.47494,6.15622,6.55301,6.64777,5.97164,6.16479,6.47005,6.62336
GATAD2B,7.94679,7.95184,8.049,7.96939,8.12276,8.1339,7.82961,7.95084,8.08508,8.11847,7.96899,8.10171,8.17743,8.17986,8.18519,8.03923,8.0702,8.13973,7.98498,8.00092,8.04708,8.02091
DENND4B,7.09221,7.35317,7.25845,7.0642,7.17094,7.09741,7.0439,7.04719,7.10445,7.07246,7.02259,7.01412,7.04538,7.06609,7.03721,7.13416,7.02877,7.06928,6.98828,6.99275,7.08551,7.20949
CRTC2,7.28288,7.31441,7.26248,7.25538,7.28419,7.24264,7.1759,7.27775,7.46169,7.40434,7.25619,7.36843,7.40843,7.32951,7.40127,7.21623,7.3625,7.30614,7.04458,7.18382,7.48402,7.37421
SLC39A1,5.6591,5.80268,5.72225,5.7424,5.68283,5.69886,5.91043,6.13018,6.04292,6.093,5.85012,5.81601,5.87679,5.79952,6.07631,5.91844,6.07286,6.04953,5.80826,5.81513,6.02476,6.07101
JTB,6.87116,6.87444,7.1163,6.9222,6.86116,6.90237,6.96945,7.21179,7.12047,7.11175,6.95086,7.06251,7.20735,7.13242,7.27669,7.27736,7.25463,7.26031,7.24519,7.13466,7.07329,7.16044
RAB13,5.8423,5.68366,5.46401,5.73069,5.53717,5.18813,5.63209,5.55471,5.82535,5.68918,5.60852,5.63382,5.39292,5.60834,5.5801,5.47533,5.87438,5.73337,4.83901,5.22348,5.52351,5.70189
NUP210L,2.39086,2.3727,2.3077,2.2348,2.29548,2.28035,2.34289,2.31835,2.29939,2.38891,2.43806,2.30807,2.31371,2.30221,2.32088,2.37982,2.36601,2.29377,2.24302,2.31715,2.34249,2.33523
TPM3,7.0949,7.03343,7.16625,7.07039,7.09711,7.36784,7.02514,7.18055,7.04211,6.97324,7.02588,7.12631,7.13035,7.10334,7.02564,7.13574,6.99661,7.04222,7.20705,7.20754,6.96951,7.0024
C1orf189,2.35712,2.22968,2.87644,2.76454,2.61654,2.93684,2.63476,2.63484,2.76862,2.6612,2.94477,2.82257,2.75653,2.67963,2.75025,2.46091,2.90733,2.55229,2.7377,3.08093,2.49328,2.56688
C1orf43,6.50352,6.53305,6.65076,6.77436,6.54494,6.78458,6.74569,6.99262,6.74878,6.93096,6.56095,6.73093,6.991,6.83607,7.11547,6.85562,7.01792,6.95099,7.09228,7.04218,6.96877,6.81454
SHE,3.45587,3.47163,3.40505,3.35557,3.51112,3.42245,3.3778,3.28574,3.33523,3.30622,3.50712,3.43957,3.22989,3.51925,3.23966,3.26445,3.43771,3.32146,3.2032,3.25456,3.30757,3.33377
UBE2Q1,7.19351,7.33126,7.461,7.51297,7.4681,7.61799,7.45844,7.91788,7.63411,7.82396,7.52207,7.64683,7.93057,7.82455,7.89875,7.77829,7.7748,7.94532,7.97093,7.86316,7.733,7.63826
ADAR,8.87353,8.80869,8.84443,8.91842,8.76801,9.04813,9.30599,9.41003,8.98459,9.05556,8.76997,8.85274,8.76575,8.75586,9.12683,8.95593,8.88573,8.96772,8.97162,8.89694,8.67416,9.02166
KCNN3,3.56818,3.48153,3.52019,3.42441,3.64414,3.59204,3.68822,3.48378,3.45085,3.3384,3.34873,3.53574,3.33861,3.50484,3.51482,3.41466,3.43392,3.38324,3.42401,3.52179,3.51353,3.58416
PMVK,4.48526,4.71191,4.56843,4.48263,4.64992,4.03211,4.53558,4.54797,4.53304,4.63112,4.64087,4.44563,4.67096,4.37855,4.59623,4.36798,4.42542,4.55696,4.50699,4.46478,4.45177,4.61463
PBXIP1,6.36534,6.43642,6.51854,6.40457,6.42832,6.35746,6.14622,6.50444,6.50065,6.65073,6.63829,6.55378,6.54141,6.58699,6.58932,6.65788,6.78815,6.6613,6.44875,6.52891,6.54226,6.46447
PYGO2,5.76767,5.80427,5.66961,5.68343,5.71397,5.51458,5.79045,5.5496,5.85534,5.99147,5.9204,5.81475,5.90365,6.07582,6.00125,5.85963,6.00623,6.05536,5.81552,5.79962,5.99777,5.81331
SHC1,6.90829,7.03127,7.01439,7.01272,7.05931,7.01289,7.16204,7.20971,7.19179,7.31757,7.04402,7.14408,7.34894,7.19199,7.31373,7.22279,7.26478,7.33592,7.2806,7.18665,7.24404,7.39738
DCST2,4.90548,4.79214,4.72365,4.71288,4.70238,4.63973,4.88787,4.55882,4.7497,4.68138,4.71932,4.67476,4.61936,4.67515,4.59844,4.49302,4.75406,4.59638,4.35105,4.49453,4.651,4.77113
DPM3,5.10273,5.15187,4.85939,5.09728,5.11723,4.85123,5.12461,4.98569,5.10368,5.28552,5.06166,5.09972,5.15703,4.81298,5.27433,5.06444,5.21814,5.33933,5.1789,5.0507,5.13288,5.26222
MUC1,5.30813,5.37255,5.16035,5.22421,5.30268,5.08999,5.26934,5.02099,5.25173,5.24691,5.32097,5.06363,5.11046,5.14707,5.09427,5.02875,5.23383,5.15611,5.06713,5.1429,5.24504,5.31877
KRTCAP2,5.19986,5.42776,5.39898,5.28767,5.34,5.48147,5.32384,5.2763,5.23906,5.40722,5.23999,5.16714,5.41442,5.46844,5.33568,5.43443,5.33999,5.56051,5.45114,5.4634,5.45461,5.29179
THBS3,5.75093,5.74146,5.69759,5.73628,5.70381,5.45937,5.35175,5.53722,5.61668,5.5596,5.64554,5.59404,5.41424,5.3772,5.45913,5.58122,5.6844,5.60349,5.07483,5.73688,5.48607,5.57369
GBA,5.98182,6.10885,6.38045,6.19587,6.11675,5.99383,6.3133,6.38562,6.37935,6.49856,6.19752,6.13256,6.21609,6.14351,6.49867,6.26002,6.46699,6.4657,6.16351,6.35607,6.25043,6.55017
FAM189B,5.28567,5.33313,5.24122,5.25617,5.26253,5.30546,5.3174,5.20353,5.32027,5.32081,5.34075,5.25492,5.34032,5.29332,5.24859,5.21174,5.38739,5.27693,5.28593,5.23771,5.40773,5.36177
SCAMP3,5.98695,6.19105,6.01759,6.13814,6.21172,5.94211,6.18292,5.90917,5.99077,6.30438,6.08278,6.16252,6.45663,6.25073,6.39595,6.1502,6.23001,6.45997,6.4218,6.24114,6.44402,6.01289
CLK2,7.14635,7.23281,7.28548,7.24415,7.27731,7.299,6.99643,7.13299,7.21616,7.23825,7.15854,7.18948,7.38534,7.39732,7.30089,7.27877,7.20697,7.33293,7.29406,7.38257,7.21764,7.07482
PKLR,4.20108,4.33759,4.33755,4.20946,4.36127,4.48555,4.33455,4.32197,4.33512,4.43113,4.32923,4.17685,4.24107,4.29267,4.32382,4.43575,4.4958,4.23926,4.23131,4.33538,4.28839,4.26459
RUSC1-AS1,5.36689,5.08396,5.13698,5.15505,5.23949,5.01264,5.15685,4.97429,5.14153,5.33876,5.21603,4.98391,5.07014,5.0507,5.13179,5.06452,5.17637,5.3322,4.89387,4.88201,5.25046,5.3489
ASH1L,7.43697,7.42986,7.69573,7.55108,7.4699,7.71447,7.35825,7.4523,7.47275,7.22405,7.43055,7.44427,7.35605,7.52177,7.3803,7.60551,7.28768,7.34543,7.24746,7.30321,7.21218,7.37944
ERVK-7,6.56898,6.64302,6.78487,6.77909,6.45962,6.85986,6.78668,6.86022,6.55794,6.46992,6.52132,6.29392,6.15811,6.32338,6.32784,6.41771,6.36101,6.38436,6.3191,6.33645,6.16465,6.43087
YY1AP1,6.96363,6.97596,7.02888,7.09626,6.99097,7.09914,6.99636,7.22496,7.11406,7.14612,7.00126,7.14766,7.29354,7.15523,7.3013,7.14125,7.15665,7.16361,7.20857,7.21359,7.2137,7.15025
GON4L,6.45957,6.36787,6.48766,6.44963,6.3878,6.52401,6.23796,6.51803,6.4288,6.31336,6.30995,6.40749,6.54571,6.53638,6.4983,6.48757,6.31089,6.46729,6.5394,6.57951,6.34379,6.3487
RIT1,6.37536,6.16055,6.59857,6.55962,6.31246,6.81889,6.44616,6.8929,6.59351,6.59797,6.42372,6.51918,6.48995,6.50364,6.70606,6.77646,6.72328,6.46494,6.30725,6.77374,6.49379,6.7216
KIAA0907,6.48434,6.42383,6.58256,6.58628,6.67026,6.56089,6.35364,6.6798,6.54404,6.51477,6.40423,6.53675,6.66431,6.75612,6.7944,6.57507,6.54955,6.87982,6.54074,6.59752,6.43061,6.59563
ARHGEF2,6.87456,7.13501,7.18638,7.21503,7.08196,7.18219,7.01673,7.25251,7.329,7.40846,7.03804,7.20904,7.17838,7.08864,7.4308,7.19169,7.3153,7.25772,7.18319,7.25668,7.17206,7.322
SSR2,7.45339,7.58219,7.58394,7.58706,7.50475,7.78781,7.71012,7.83664,7.72865,7.87207,7.5785,7.79795,7.91896,7.84218,7.95592,7.82348,7.76909,7.89624,8.10751,8.00111,7.85685,7.77022
UBQLN4,5.63276,5.8571,5.81313,5.68964,5.864,5.82592,5.73104,5.80992,5.70896,5.87252,5.81821,5.72283,6.02994,5.93963,5.93451,5.8484,5.79585,5.96814,5.86197,5.80962,5.99194,5.80327
PAQR6,5.90065,5.8019,5.72254,5.75811,5.76965,5.57185,5.633,5.63868,5.71834,5.82456,5.65681,5.59829,5.42767,5.56726,5.53708,5.55744,5.69332,5.59094,5.46317,5.67054,5.61796,5.73738
SMG5,6.29648,6.22491,5.83852,6.27611,6.07963,6.07273,6.09435,6.53187,6.3559,6.51852,6.07977,6.20762,6.07136,6.17473,6.34277,5.91499,6.37701,6.26703,6.09067,6.48944,6.14752,6.32798
C1orf85,5.39275,5.40188,5.27972,5.48597,5.27496,5.38032,5.56381,5.65224,5.4527,5.94574,5.46043,5.33283,5.36508,5.4499,5.68207,5.296,5.57732,5.66208,5.52246,5.76469,5.5927,5.56978
VHLL,2.14366,2.26266,2.39636,2.2488,2.40351,2.49237,2.13715,2.24357,1.99234,2.14981,2.24211,2.4183,2.36218,2.22248,2.26862,2.01618,2.09408,2.22285,2.13749,2.07317,2.2268,2.36848
CCT3,5.79933,5.81116,5.83001,5.9644,5.89265,5.91036,5.98908,5.94428,5.9347,6.28452,5.98427,6.21131,6.3135,6.26689,6.34049,6.2081,6.13394,6.43345,6.41136,6.23916,6.13267,5.99807
C1orf61,4.28521,4.3169,4.14199,4.24131,4.295,4.15959,4.22867,4.16464,4.20148,4.18384,4.29985,4.0907,4.14675,4.13176,4.11321,4.06972,4.35069,4.12384,4.10398,4.15477,4.21458,4.27215
MEF2D,6.96419,6.9318,7.06315,6.9917,7.05788,7.23691,7.05088,7.20959,7.20124,7.28253,7.0305,7.01425,7.24992,7.24511,7.37165,7.26788,7.36236,7.25438,6.87433,7.01955,7.23834,7.29929
IQGAP3,4.00872,3.99896,3.96083,3.92221,3.98018,3.95212,4.05226,3.92466,3.86992,3.89638,3.90806,3.79418,3.87599,3.88346,3.85147,3.91502,4.03278,3.86815,3.89983,3.91395,3.83082,3.96843
GPATCH4,4.58587,4.81457,4.67307,4.60924,4.75172,4.66885,4.51104,4.41474,4.52649,4.77185,4.56408,4.66973,4.81776,4.85476,4.93413,4.54673,4.51966,5.01925,4.75164,4.80604,4.67699,4.63997
NES,4.27661,4.41363,4.26597,4.32978,4.31225,4.3284,4.22453,4.32394,4.25133,4.28012,4.23239,4.15915,4.17521,4.22821,4.21618,4.16375,4.18095,4.12575,4.11212,4.15434,4.20393,4.3026
CRABP2,4.2843,4.40697,4.33519,4.34651,4.37341,4.29695,4.37086,4.31827,4.36408,4.30074,4.40325,4.32322,4.36745,4.44209,4.20825,4.16987,4.44762,4.28869,4.21785,4.39872,4.46025,4.38536
ISG20L2,5.94744,6.06628,6.0246,6.08975,5.94615,6.13955,6.09589,6.20386,6.27884,6.19008,6.16594,6.22613,6.29673,6.26468,6.29913,6.16023,6.20061,6.16415,6.17529,6.32945,6.16575,6.04654
MRPL24,5.25512,5.28648,5.39891,5.49309,5.32871,5.21268,5.49815,5.19392,5.29214,5.48666,5.5092,5.50104,5.75163,5.40551,5.77515,5.58107,5.564,5.74516,5.94348,5.74601,5.66369,5.49126
HDGF,5.79275,5.70239,5.68858,5.90999,5.71939,5.85228,6.00258,5.99361,5.89527,6.14222,5.84377,6.02812,6.07896,5.87884,6.09982,6.09741,6.15654,6.17865,6.16091,6.00073,6.23685,5.93751
SH2D2A,5.67266,6.02044,5.69963,5.84955,6.22029,6.05613,5.83381,5.81096,5.90529,6.09042,6.0237,5.67921,6.23892,6.41121,5.89322,6.05332,5.99497,6.17785,5.94236,5.68408,5.96777,5.8702
INSRR,4.3322,4.36226,4.29195,4.25138,4.32958,4.27147,4.24986,4.19735,4.2887,4.31582,4.26343,4.16406,4.20561,4.22782,4.27805,4.14216,4.36131,4.2064,4.17709,4.26093,4.24289,4.35125
ARHGEF11,6.01396,5.92735,6.19032,6.08087,6.14066,6.24209,6.06443,6.34724,6.2175,6.33519,5.86819,6.08382,5.93524,6.16346,6.30596,6.24073,6.30181,6.15254,5.96164,6.33161,6.16485,6.4516
ETV3L,3.62423,3.69583,3.80714,3.70719,3.90892,4.00233,3.63297,3.56099,3.67592,3.80407,3.67198,3.62694,3.57142,3.58361,3.49665,3.95837,3.68258,3.67142,3.68838,3.6445,3.72858,3.80075
ETV3,5.78893,5.90746,5.76957,6.02161,5.95989,6.15296,5.79219,5.93735,5.92369,5.8665,5.9997,6.01517,6.08314,6.00045,6.03539,5.91593,5.93835,6.03331,6.06471,6.02992,5.9707,5.8955
FCRL5,4.00984,4.05481,4.13808,3.8574,4.03556,3.78841,4.1678,3.81206,3.70567,3.89948,3.84548,3.94125,3.92366,4.13829,3.80716,4.17488,3.96458,3.93541,3.95637,3.9406,4.08012,4.29838
FCRL4,3.62499,3.64695,3.27371,3.5032,3.62086,3.30551,3.5326,3.45126,3.53445,3.50669,3.62305,3.4061,3.51404,3.40403,3.45736,3.43921,3.54745,3.57461,3.29431,3.49888,3.51127,3.56132
FCRL3,6.25993,5.6391,6.04631,5.58541,6.62839,6.31199,5.99324,5.68629,5.99304,6.34011,6.39064,6.12154,6.6946,6.4574,5.75126,6.19967,5.48002,6.48152,6.64676,5.9299,5.98394,5.36052
FCRL2,4.59585,4.12589,4.71144,4.16346,4.19279,4.06303,4.14272,3.79718,3.96852,4.20829,4.32226,4.21985,4.15777,4.19835,3.89726,4.60445,3.9586,4.39622,3.78517,4.16678,4.41444,4.14179
FCRL1,6.69056,6.17993,6.56496,6.23355,6.19193,6.01542,6.11222,5.42517,5.82889,6.32037,6.58485,6.38929,5.89219,6.10579,6.05434,6.43828,6.01825,6.63721,5.84784,5.99504,6.8453,6.32114
CD5L,3.28225,3.42554,3.27472,3.28343,3.26237,3.42679,3.32569,3.32615,3.23406,3.22104,3.4429,3.20417,3.15164,3.14004,3.16573,3.14912,3.31486,3.22226,3.37621,3.35747,3.15781,3.46975
LOC729866,4.23045,4.91813,4.39014,4.66312,4.63589,4.47969,4.4047,4.48645,4.35204,4.59209,4.21276,3.91095,4.55378,4.18381,4.10165,4.38359,4.15571,4.43979,4.64966,3.93251,4.54875,4.97542
CD1B,2.73221,2.68205,2.63573,2.62532,2.7398,2.50699,2.71693,2.54898,2.63248,2.66412,2.61143,2.6215,2.76393,2.4738,2.60032,2.85425,2.66817,2.54485,2.72857,2.56939,2.65551,2.69615
OR10T2,2.5107,3.30871,2.19686,1.77708,2.56226,2.20669,2.78768,2.43261,2.25337,2.19987,2.61464,1.93819,2.05108,2.37355,2.36007,2.81948,2.54405,2.24766,2.53115,2.5752,2.71435,2.55148
OR10K2,2.78325,2.76568,3.13911,2.8099,2.80552,2.2182,2.94002,2.91474,2.28399,2.73096,2.70002,3.28223,2.80046,2.79987,2.5853,3.13969,2.25738,2.50399,2.80325,2.8959,2.94417,2.69688
OR6Y1,4.45479,4.43554,4.54846,4.40728,4.43626,4.8345,5.02051,4.78134,4.08544,4.60211,4.71125,4.02801,4.40656,4.29197,4.38244,4.68736,4.68722,4.56595,4.46241,4.14418,4.71869,4.56005
OR6P1,4.03931,3.80772,4.05223,4.05638,4.26355,3.14194,3.92785,3.66583,3.64836,3.67246,3.94036,3.67513,3.86293,3.40106,3.77584,3.61038,4.17058,4.16079,3.79018,3.53174,4.10573,4.32472
OR10X1,2.93831,3.26948,2.6502,2.7838,3.16081,2.34934,3.05942,2.7205,3.18358,3.25832,3.0854,2.92678,2.74872,3.08737,2.63882,2.31061,3.14485,2.32381,2.41217,2.72017,2.87551,2.73377
SPTA1,2.33505,2.29216,2.32042,2.27813,2.36616,2.35832,2.32581,2.26718,2.24318,2.26882,2.42378,2.26099,2.1907,2.30504,2.2977,2.34154,2.30711,2.26022,2.19568,2.3388,2.32442,2.31702
OR6K2,2.78536,2.9804,2.96319,3.34839,3.2479,3.24914,3.21763,2.91629,2.34953,3.42867,2.43308,2.90961,2.89549,3.0806,2.70471,3.89085,3.31956,3.61548,2.11618,3.04674,3.3736,3.14952
OR6K3,3.14273,3.97209,3.2301,3.24886,3.15767,3.26609,3.58574,3.77182,3.58248,3.24468,3.489,2.84226,3.51637,3.2144,3.19498,3.25157,3.30775,3.13495,3.17444,3.24625,3.26421,3.35925
Q8NGY4_HUMAN,3.80418,4.11344,4.2134,4.02974,3.7773,3.479,3.48488,4.1763,3.57065,3.66789,4.21941,3.48093,3.68175,3.71983,3.34835,3.41332,3.63503,3.69114,3.81385,3.53267,3.50687,3.51107
OR6N1,3.92412,4.13867,3.26426,3.64716,4.04815,3.95848,4.05672,3.85837,3.86532,3.79508,3.41979,3.72226,3.31179,3.79536,3.53153,3.73094,3.673,3.64716,3.0213,3.66276,3.74394,3.50078
OR6N2,1.85214,2.61004,2.09757,2.28859,2.1813,1.92805,2.84268,2.57379,2.04483,2.40487,2.10843,2.42072,2.29512,2.22994,2.12026,2.3753,2.36171,1.65825,1.83642,2.44158,2.51375,2.30786
Q8NHC2_HUMAN,6.19325,6.08856,6.83804,6.3921,6.27821,5.4865,6.26072,6.33485,7.07584,6.21014,6.92923,6.20477,4.70609,6.1359,6.27642,5.83905,6.77645,5.7891,4.85585,5.57658,5.76865,6.79861
AIM2,6.16074,5.43003,6.05241,5.96953,5.6293,6.44552,6.46369,6.5308,5.34374,5.80085,5.2562,5.3696,5.32615,5.17126,5.70384,5.65222,5.06028,5.00135,5.80912,5.4921,5.30335,5.73674
OR10J3,3.51457,3.6374,3.40771,3.3974,2.83203,3.04719,2.97779,3.11351,3.26425,3.24108,3.1855,2.9347,3.10743,3.09411,3.18585,3.35273,2.8911,3.02862,3.07708,3.52733,2.78521,3.27871
OR10J5,3.50045,3.03658,3.1363,2.73938,2.63048,2.55544,2.6468,2.40862,2.50505,2.84125,2.67486,2.32056,2.08544,2.72792,2.6141,2.97877,2.39904,2.89498,3.53967,3.02946,2.98964,2.79397
CRP,2.72515,2.78357,2.60817,2.74881,2.9926,2.52816,2.61232,2.46945,2.43226,2.58117,2.64154,2.54314,2.68158,2.58869,2.57091,2.43068,2.50721,2.60061,2.47937,2.57056,2.62429,2.7349
VSIG8,4.56279,4.50552,4.44446,4.42459,4.47038,4.49395,4.47994,4.38595,4.41416,4.49158,4.4653,4.42991,4.46748,4.51379,4.44518,4.46623,4.50709,4.4289,4.36018,4.46203,4.51778,4.4649
CCDC19,5.70246,5.81954,5.89576,5.9903,5.93139,6.06244,5.58899,6.16738,5.97041,6.29986,6.13029,6.12662,5.97242,6.15413,5.99341,6.20701,6.13255,6.01444,5.71576,5.89303,5.96362,5.99683
IGSF9,4.75047,4.75658,4.71362,4.70825,4.79923,4.5432,4.74601,4.60728,4.63817,4.73637,4.8099,4.66302,4.629,4.6448,4.59574,4.61303,4.73168,4.63638,4.52059,4.62187,4.69668,4.79813
SLAMF9,3.90906,3.87164,3.74687,3.87164,3.86048,3.85606,3.81101,3.73674,3.8069,3.84098,3.82631,3.75865,3.79028,3.72229,3.65074,3.49462,3.7878,3.62478,3.64295,3.75628,3.61292,4.02396
PIGM,5.14019,5.12007,5.07484,5.04712,5.06326,5.03539,4.85957,4.90817,4.78675,5.1398,4.98164,5.06184,5.0049,5.1008,5.04888,5.32432,4.94399,5.16896,4.86121,5.17697,5.09667,5.06194
KCNJ10,3.42914,3.40667,3.28323,3.48584,3.37789,3.35845,3.53135,3.18285,3.42785,3.5645,3.44772,3.2824,3.41726,3.36278,3.38848,3.21557,3.49548,3.4935,3.49085,3.47004,3.55226,3.49538
IGSF8,5.73402,5.76063,5.73407,5.66068,5.83557,5.70999,5.65652,5.5922,5.57744,5.81808,5.90598,5.7616,5.82787,5.89161,5.8497,5.63097,5.77447,5.82351,5.72047,5.66091,5.81291,5.71234
DCAF8,6.10492,6.14002,6.14348,6.12831,6.01301,6.11752,5.89132,5.87303,6.05903,5.80724,6.0171,6.12458,5.99759,6.03095,5.91817,6.1074,5.98999,5.94098,5.99067,6.08118,5.86883,5.91053
PEX19,5.20712,5.29601,5.2657,5.37228,5.08336,5.25073,5.21405,5.40189,5.31279,5.41486,5.24087,5.42304,5.52501,5.44646,5.64096,5.39732,5.46154,5.58363,5.66387,5.59541,5.41421,5.3613
COPA,7.59839,7.66771,7.71576,7.85474,7.67841,7.8972,7.81428,7.98941,7.87145,7.92601,7.72914,7.90493,7.96988,7.88717,8.00996,8.05752,7.98083,8.04018,8.20272,8.08693,7.82061,7.78727
SLAMF6,8.25427,8.60767,8.26541,8.5048,8.5182,8.60532,8.54377,8.44971,8.22218,8.3891,8.39792,8.36827,8.87015,8.9676,8.51613,8.76766,8.27429,8.84353,9.15226,8.53332,8.59939,8.12874
CD84,6.9436,6.99419,6.89133,7.10055,7.04301,6.89466,6.95268,6.6495,6.74489,6.65071,6.60408,6.76252,7.04994,6.99847,6.45518,6.9243,6.62285,6.74977,7.01284,6.72713,7.03901,6.50667
SLAMF1,5.34385,5.35767,5.17345,5.26874,5.05563,5.55565,5.26591,4.77856,4.83748,5.1405,4.90433,4.90773,5.2545,5.14339,5.16704,5.24663,4.59225,5.21618,5.17387,5.15423,5.29708,4.95056
CD48,7.96464,8.00444,8.14137,8.13221,8.19919,8.21072,8.18726,8.26348,8.07654,8.2684,8.11195,8.27412,8.40859,8.41117,8.38746,8.27681,8.11758,8.40216,8.51036,8.29078,8.39708,8.00715
