"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"DOID:824","DOID:824","periodontitis","1/12","54/7865",0.0185185185185185,12.1373456790123,3.2101094281173,0.0794026713294228,0.181076823641489,0.135565536416088,"ELANE",1
"DOID:9500","DOID:9500","leukocyte disease","1/12","55/7865",0.0181818181818182,11.9166666666667,3.17570720328163,0.0808169803735974,0.182081630480274,0.136317798220526,"ELANE",1
"DOID:3407","DOID:3407","carotid artery disease","1/12","58/7865",0.0172413793103448,11.3002873563218,3.07762587470957,0.085047965799297,0.189332971481768,0.141746609665495,"MMP8",1
"DOID:11335","DOID:11335","sarcoidosis","1/12","59/7865",0.0169491525423729,11.1087570621469,3.04652024570826,0.0864543221987344,0.190199508837216,0.14239535420968,"HP",1
"DOID:2871","DOID:2871","endometrial carcinoma","1/12","60/7865",0.0166666666666667,10.9236111111111,3.01615381076686,0.0878586967995054,0.19104158490125,0.143025785487567,"MMP8",1
"DOID:11252","DOID:11252","microcytic anemia","1/12","62/7865",0.0161290322580645,10.5712365591398,2.95751985040102,0.0906615107586771,0.192655710362189,0.144234221661532,"HP",1
"DOID:365","DOID:365","bladder disease","1/12","62/7865",0.0161290322580645,10.5712365591398,2.95751985040102,0.0906615107586771,0.192655710362189,0.144234221661532,"MPO",1
"DOID:10124","DOID:10124","corneal disease","1/12","65/7865",0.0153846153846154,10.0833333333333,2.87441324628042,0.0948509315908236,0.196424815000321,0.147056011230187,"TNFAIP6",1
"DOID:3388","DOID:3388","periodontal disease","1/12","65/7865",0.0153846153846154,10.0833333333333,2.87441324628042,0.0948509315908236,0.196424815000321,0.147056011230187,"ELANE",1
"DOID:3310","DOID:3310","atopic dermatitis","1/12","66/7865",0.0151515151515152,9.93055555555556,2.84790541134512,0.0962434686191453,0.196424815000321,0.147056011230187,"TNFAIP6",1
"DOID:74","DOID:74","hematopoietic system disease","2/12","349/7865",0.00573065902578797,3.7559694364852,2.05867742154147,0.0966368073798369,0.196424815000321,0.147056011230187,"HP/ELANE",2
"DOID:3118","DOID:3118","hepatobiliary disease","2/12","353/7865",0.0056657223796034,3.7134088762984,2.03901011937155,0.0985352720710003,0.198130063196528,0.148332667633764,"MPO/HP",2
"DOID:4195","DOID:4195","hyperglycemia","1/12","70/7865",0.0142857142857143,9.36309523809524,2.74727781719679,0.101794001044182,0.202505087183638,0.151608086661547,"HP",1
"DOID:2916","DOID:2916","hypersensitivity reaction type IV disease","1/12","73/7865",0.0136986301369863,8.9783105022831,2.67696361991249,0.105936374251381,0.208527389315877,0.156116762054667,"HP",1
"DOID:535","DOID:535","sleep disorder","1/12","75/7865",0.0133333333333333,8.73888888888889,2.63229822481659,0.108688219635396,0.211715594498115,0.158503653634952,"HP",1
"DOID:3042","DOID:3042","allergic contact dermatitis","1/12","77/7865",0.012987012987013,8.51190476190476,2.5892682206472,0.111432298927944,0.212631019382914,0.159188998468492,"TNFAIP6",1
"DOID:3068","DOID:3068","glioblastoma","1/12","77/7865",0.012987012987013,8.51190476190476,2.5892682206472,0.111432298927944,0.212631019382914,0.159188998468492,"SERPING1",1
"DOID:2773","DOID:2773","contact dermatitis","1/12","79/7865",0.0126582278481013,8.2964135021097,2.54777083020195,0.114168632058679,0.213909300053308,0.16014600003991,"TNFAIP6",1
"DOID:1936","DOID:1936","atherosclerosis","1/12","80/7865",0.0125,8.19270833333333,2.52756720406515,0.115533900028792,0.213909300053308,0.16014600003991,"HP",1
"DOID:2348","DOID:2348","arteriosclerotic cardiovascular disease","1/12","80/7865",0.0125,8.19270833333333,2.52756720406515,0.115533900028792,0.213909300053308,0.16014600003991,"HP",1
"DOID:552","DOID:552","pneumonia","1/12","85/7865",0.0117647058823529,7.71078431372549,2.43157417248635,0.122331353086486,0.216828737904559,0.162331675436569,"MPO",1
"DOID:0050624","DOID:0050624","gastrointestinal system benign neoplasm","1/12","87/7865",0.0114942528735632,7.53352490421456,2.39534340639811,0.12503689994709,0.216828737904559,0.162331675436569,"HP",1
"DOID:0060056","DOID:0060056","hypersensitivity reaction disease","1/12","87/7865",0.0114942528735632,7.53352490421456,2.39534340639811,0.12503689994709,0.216828737904559,0.162331675436569,"HP",1
"DOID:0080322","DOID:0080322","polycystic kidney disease","1/12","87/7865",0.0114942528735632,7.53352490421456,2.39534340639811,0.12503689994709,0.216828737904559,0.162331675436569,"SERPING1",1
"DOID:865","DOID:865","vasculitis","1/12","87/7865",0.0114942528735632,7.53352490421456,2.39534340639811,0.12503689994709,0.216828737904559,0.162331675436569,"MPO",1
"DOID:0050866","DOID:0050866","oral squamous cell carcinoma","1/12","88/7865",0.0113636363636364,7.44791666666667,2.37765741423418,0.126386804447043,0.216828737904559,0.162331675436569,"HP",1
"DOID:1485","DOID:1485","cystic fibrosis","1/12","88/7865",0.0113636363636364,7.44791666666667,2.37765741423418,0.126386804447043,0.216828737904559,0.162331675436569,"MPO",1
"DOID:2789","DOID:2789","parasitic protozoa infectious disease","1/12","88/7865",0.0113636363636364,7.44791666666667,2.37765741423418,0.126386804447043,0.216828737904559,0.162331675436569,"HP",1
"DOID:3627","DOID:3627","aortic aneurysm","1/12","89/7865",0.0112359550561798,7.36423220973783,2.36024709243815,0.127734799605411,0.217149159329199,0.16257156313416,"MMP8",1
"DOID:4448","DOID:4448","macular degeneration","1/12","92/7865",0.0108695652173913,7.12409420289855,2.30959600189306,0.131767353571095,0.218279219839329,0.163417597740674,"SERPING1",1
"DOID:8398","DOID:8398","osteoarthritis","1/12","92/7865",0.0108695652173913,7.12409420289855,2.30959600189306,0.131767353571095,0.218279219839329,0.163417597740674,"MMP8",1
"DOID:1324","DOID:1324","lung cancer","2/12","420/7865",0.00476190476190476,3.12103174603175,1.74636106252468,0.13190134674783,0.218279219839329,0.163417597740674,"MPO/HP",2
"DOID:4989","DOID:4989","pancreatitis","1/12","93/7865",0.010752688172043,7.04749103942652,2.29321560573335,0.133107735889009,0.218343391326708,0.16346564056545,"SERPING1",1
"DOID:2975","DOID:2975","cystic kidney disease","1/12","95/7865",0.0105263157894737,6.89912280701754,2.26117048136177,0.135782811687586,0.220357586970814,0.164973594523604,"SERPING1",1
"DOID:0050615","DOID:0050615","respiratory system cancer","2/12","430/7865",0.00465116279069767,3.0484496124031,1.70770796386789,0.137107465592793,0.220357586970814,0.164973594523604,"MPO/HP",2
"DOID:15","DOID:15","reproductive system disease","2/12","433/7865",0.0046189376443418,3.02732871439569,1.69632805976135,0.138679435483728,0.220357586970814,0.164973594523604,"SLC26A8/SLPI",2
"DOID:520","DOID:520","aortic disease","1/12","98/7865",0.0102040816326531,6.68792517006803,2.21480163881681,0.139781239868624,0.220357586970814,0.164973594523604,"MMP8",1
"DOID:26","DOID:26","pancreas disease","1/12","100/7865",0.01,6.55416666666667,2.18495629521906,0.142437430027129,0.220357586970814,0.164973594523604,"SERPING1",1
"DOID:3069","DOID:3069","malignant astrocytoma","1/12","100/7865",0.01,6.55416666666667,2.18495629521906,0.142437430027129,0.220357586970814,0.164973594523604,"SERPING1",1
"DOID:0111910","DOID:0111910","spermatogenic failure","1/12","101/7865",0.0099009900990099,6.48927392739274,2.17033814696927,0.143762703799141,0.220357586970814,0.164973594523604,"SLC26A8",1
"DOID:8618","DOID:8618","oral cavity cancer","1/12","101/7865",0.0099009900990099,6.48927392739274,2.17033814696927,0.143762703799141,0.220357586970814,0.164973594523604,"HP",1
"DOID:1398","DOID:1398","parasitic infectious disease","1/12","103/7865",0.00970873786407767,6.36326860841424,2.14168659364209,0.146407620836257,0.222587195905529,0.166642820464032,"HP",1
"DOID:2723","DOID:2723","dermatitis","1/12","108/7865",0.00925925925925926,6.06867283950617,2.07326023994764,0.152987181482232,0.230714539815946,0.17272746296381,"TNFAIP6",1
"DOID:1247","DOID:1247","blood coagulation disease","1/12","116/7865",0.00862068965517241,5.65014367816092,1.97227337810404,0.163417842738823,0.24063592864154,0.180155240694201,"ELANE",1
"DOID:720","DOID:720","normocytic anemia","1/12","116/7865",0.00862068965517241,5.65014367816092,1.97227337810404,0.163417842738823,0.24063592864154,0.180155240694201,"HP",1
"DOID:0060180","DOID:0060180","colitis","1/12","117/7865",0.00854700854700855,5.60185185185185,1.96031261549962,0.164713362920413,0.24063592864154,0.180155240694201,"HP",1
"DOID:3770","DOID:3770","pulmonary fibrosis","1/12","117/7865",0.00854700854700855,5.60185185185185,1.96031261549962,0.164713362920413,0.24063592864154,0.180155240694201,"ELANE",1
"DOID:684","DOID:684","hepatocellular carcinoma","2/12","488/7865",0.00409836065573771,2.68613387978142,1.5033380537107,0.168242379384408,0.242496282062419,0.181548018656356,"MPO/HP",2
"DOID:686","DOID:686","liver carcinoma","2/12","490/7865",0.00408163265306122,2.67517006802721,1.49682321010575,0.16934136889899,0.242496282062419,0.181548018656356,"MPO/HP",2
"DOID:13580","DOID:13580","cholestasis","1/12","121/7865",0.00826446280991736,5.41666666666667,1.91381173515391,0.169877074599876,0.242496282062419,0.181548018656356,"HP",1
"DOID:0070004","DOID:0070004","myeloid neoplasm","1/12","131/7865",0.00763358778625954,5.00318066157761,1.80606480979794,0.182658597821328,0.256673934897243,0.192162304201145,"ELANE",1
"DOID:1380","DOID:1380","endometrial cancer","1/12","131/7865",0.00763358778625954,5.00318066157761,1.80606480979794,0.182658597821328,0.256673934897243,0.192162304201145,"MMP8",1
"DOID:403","DOID:403","mouth disease","1/12","132/7865",0.00757575757575758,4.96527777777778,1.79589587688087,0.183926776878239,0.256673934897243,0.192162304201145,"ELANE",1
"DOID:1100","DOID:1100","ovarian disease","1/12","134/7865",0.00746268656716418,4.89116915422886,1.77586214534804,0.186457725465741,0.257626872708502,0.192875733578558,"SLPI",1
"DOID:363","DOID:363","uterine cancer","1/12","136/7865",0.00735294117647059,4.81924019607843,1.75622174325287,0.188981476891912,0.257626872708502,0.192875733578558,"MMP8",1
"DOID:4138","DOID:4138","bile duct disease","1/12","136/7865",0.00735294117647059,4.81924019607843,1.75622174325287,0.188981476891912,0.257626872708502,0.192875733578558,"HP",1
"DOID:9741","DOID:9741","biliary tract disease","1/12","137/7865",0.0072992700729927,4.78406326034063,1.74654464586477,0.190240659486983,0.257626872708502,0.192875733578558,"HP",1
"DOID:0112202","DOID:0112202","developmental and epileptic encephalopathy","1/12","138/7865",0.0072463768115942,4.7493961352657,1.73696069542213,0.191498049767282,0.257626872708502,0.192875733578558,"CACNA1E",1
"DOID:10591","DOID:10591","pre-eclampsia","1/12","141/7865",0.00709219858156028,4.6483451536643,1.70875153908318,0.195259489901532,0.25896116745806,0.193874670824216,"HP",1
"DOID:7148","DOID:7148","rheumatoid arthritis","1/12","141/7865",0.00709219858156028,4.6483451536643,1.70875153908318,0.195259489901532,0.25896116745806,0.193874670824216,"MMP8",1
"DOID:783","DOID:783","end stage renal disease","1/12","144/7865",0.00694444444444444,4.55150462962963,1.68132407483486,0.199004882544606,0.262069810111559,0.196201996874964,"MPO",1
"DOID:0080208","DOID:0080208","metabolic dysfunction-associated steatotic liver disease","1/12","151/7865",0.00662251655629139,4.34050772626932,1.62015182247819,0.20768207448154,0.271015098301151,0.202899004075728,"HP",1
